,Row Labels,MKT_SDESC,PER_SDESC,MT_Volume KG,NT_CWD,NT_Avg Line,NT_Price per kg,NT_Universe,MT_Universe percent,Frequency,Penetration,Spend per Trip,Volume per Trip,Total Mixed Chains - VoD (Vol),sales_lag1,sales_lag3,sales_lag6,sales_lag12,year,month,quarter,year_month,sales_rolling1_mean,sales_rolling1_std,sales_rolling3_mean,sales_rolling3_std,sales_rolling6_mean,sales_rolling6_std,sales_rolling12_mean,sales_rolling12_std,NT_CWD_clean,differentiation,NT_CWD_diff
0,BAGS,Discounters,2019-01-01,1458414.5,3175.94,31.7594,361.6471559,26047.36129,0.126383497,1.779020071,7.630784988,137.8272705,0.745170057,,,,,,2019,1,1,2019-01,3175.94,,,,,,,,3175.94,1,
1,BAGS,Discounters,2019-02-01,1599316.0,3151.74,31.5174,357.873791,26385.74648,0.127194098,1.779020071,7.630784988,137.8272705,0.745170057,,3175.94,,,,2019,2,1,2019-02,3151.74,,,,,,,,3151.74,1,-24.200000000000273
2,BAGS,Discounters,2019-03-01,1505515.5,3155.4,31.554,385.2561385,26475.00379,0.128160403,1.779020071,7.630784988,137.8272705,0.745170057,,3151.74,,,,2019,3,1,2019-03,3155.4,,3161.0266666666666,13.04432954709973,,,,,3155.4,1,3.6600000000003092
3,BAGS,Discounters,2019-04-01,1565605.8,3414.86,34.1520152,393.144379,26895.73306,0.129438297,1.792873144,9.147782326,149.4722137,0.850036144,,3155.4,3175.94,,,2019,4,2,2019-04,3414.86,,3240.6666666666665,150.86695109709552,,,,,3414.86,1,259.46000000000004
4,BAGS,Discounters,2019-05-01,1508979.0,3394.44,33.9444,404.4016517,27153.48617,0.130361408,1.792873144,9.147782326,149.4722137,0.850036144,,3414.86,3151.74,,,2019,5,2,2019-05,3394.44,,3321.566666666667,144.26629867482356,,,,,3394.44,1,-20.420000000000073
5,BAGS,Discounters,2019-06-01,1271805.5,3282.95,32.8295,401.5016447,27337.00409,0.135127567,1.792873144,9.147782326,149.4722137,0.850036144,,3394.44,3155.4,,,2019,6,2,2019-06,3282.95,,3364.0833333333335,71.00146078309541,3262.5550000000003,120.22540392945245,,,3282.95,1,-111.49000000000024
6,BAGS,Discounters,2019-07-01,1415931.8,3222.57,32.2257,393.3579287,27709.80939,0.136254425,1.746946931,9.365969658,144.7570953,0.803429008,,3282.95,3414.86,3175.94,,2019,7,3,2019-07,3222.57,,3299.986666666666,87.1923748577442,3270.3266666666673,114.89559428745152,,,3222.57,1,-60.379999999999654
7,BAGS,Discounters,2019-08-01,1504473.5,3075.2,30.752,388.6927354,27994.67277,0.137610925,1.746946931,9.365969658,144.7570953,0.803429008,,3222.57,3394.44,3151.74,,2019,8,3,2019-08,3075.2,,3193.5733333333333,106.86730385545161,3257.5699999999997,133.4467768063358,,,3075.2,1,-147.37000000000035
8,BAGS,Discounters,2019-09-01,1506278.6,2887.48,28.8748,383.7971329,28145.16792,0.138330584,1.746946931,9.365969658,144.7570953,0.803429008,,3075.2,3282.95,3155.4,,2019,9,3,2019-09,2887.48,,3061.75,167.94940875156462,3212.9166666666665,201.79424636660656,,,2887.48,1,-187.7199999999998
9,BAGS,Discounters,2019-10-01,1566526.6,2730.77,27.3077,404.9447995,28466.71358,0.143768062,1.760222077,11.60909462,170.7050018,0.89144367,,2887.48,3222.57,3414.86,,2019,10,4,2019-10,2730.77,,2897.816666666667,172.44750283298814,3098.9016666666666,251.90965296444426,,,2730.77,1,-156.71000000000004
10,BAGS,Discounters,2019-11-01,1330531.8,2638.99,26.3899,403.3094857,28678.99388,0.144635023,1.760222077,11.60909462,170.7050018,0.89144367,,2730.77,3075.2,3394.44,,2019,11,4,2019-11,2638.99,,2752.4133333333334,125.65088711717685,2972.9933333333333,263.19223033111507,,,2638.99,1,-91.7800000000002
11,BAGS,Discounters,2019-12-01,1481773.4,2710.57,27.1057,413.8732036,28824.48594,0.145170479,1.760222077,11.60909462,170.7050018,0.89144367,,2638.99,2887.48,3282.95,,2019,12,4,2019-12,2710.57,,2693.443333333333,48.227420969128445,2877.596666666667,230.01759808037895,3070.075833333334,266.5247679249047,2710.57,1,71.58000000000038
12,BAGS,Discounters,2020-01-01,1020559.3,2452.61,24.5261,428.7734539,29093.48691,0.145966574,1.682364941,9.437422752,145.4516754,0.809227169,,2710.57,2730.77,3222.57,3175.94,2020,1,1,2020-01,2452.61,,2600.7233333333334,133.16941741005564,2749.27,213.2328037615229,3009.7983333333327,317.35358550571533,2452.61,1,-257.96000000000004
13,BAGS,Discounters,2020-02-01,1261353.8,2485.72,24.8572,399.7935298,29189.92675,0.150208422,1.682364941,9.437422752,145.4516754,0.809227169,,2452.61,2638.99,3075.2,3151.74,2020,2,1,2020-02,2485.72,,2549.633333333333,140.35500002968814,2651.023333333333,162.88335429584868,2954.2966666666666,347.1169207350833,2485.72,1,33.10999999999967
14,BAGS,Discounters,2020-03-01,1256933.4,2624.09,26.2409,409.4937982,29265.58525,0.150900886,1.682364941,9.437422752,145.4516754,0.809227169,,2485.72,2710.57,2887.48,3155.4,2020,3,1,2020-03,2624.09,,2520.806666666667,90.96512097135813,2607.125,114.8095838769585,2910.0208333333335,352.96940664385505,2624.09,1,138.37000000000035
15,BAGS,Discounters,2020-04-01,1481008.1,2642.87,26.4287,408.4021634,29495.07317,0.153605851,1.811287761,11.77296257,153.8411255,0.877959371,,2624.09,2452.61,2730.77,3414.86,2020,4,2,2020-04,2642.87,,2584.2266666666665,85.82449902757217,2592.475,100.6062490603859,2845.6883333333335,321.5451840391763,2642.87,1,18.779999999999745
16,BAGS,Discounters,2020-05-01,1452367.4,2657.9,26.579,409.2552559,29605.99941,0.153365671,1.811287761,11.77296257,153.8411255,0.877959371,,2642.87,2485.72,2638.99,3394.44,2020,5,2,2020-05,2657.9,,2641.6200000000003,16.939625143441933,2595.6266666666666,102.63067195856738,2784.31,274.06582288334886,2657.9,1,15.0300000000002
17,BAGS,Discounters,2020-06-01,1116394.0,2592.08,25.9208,427.007526,29694.27597,0.154366496,1.811287761,11.77296257,153.8411255,0.877959371,,2657.9,2624.09,2710.57,3282.95,2020,6,2,2020-06,2592.08,,2630.9500000000003,34.491055362228956,2575.8783333333336,86.16948773589812,2726.7375,228.58621572713966,2592.08,1,-65.82000000000016
18,BAGS,Discounters,2020-07-01,1272128.5,2620.23,26.2023,411.8882267,29870.76577,0.153970937,1.649306297,11.51682949,151.8739014,0.844163477,,2592.08,2642.87,2452.61,3222.57,2020,7,3,2020-07,2620.23,,2623.403333333333,33.024545921688095,2603.815,61.99217265107262,2676.5425,167.88192859187413,2620.23,1,28.15000000000009
19,BAGS,Discounters,2020-08-01,1516619.9,2776.24,27.7624,388.2066851,29961.96925,0.154774937,1.649306297,11.51682949,151.8739014,0.844163477,,2620.23,2657.9,2485.72,3075.2,2020,8,3,2020-08,2776.24,,2662.85,99.20219100403109,2652.235,64.70258194230205,2651.629166666667,118.16454647946155,2776.24,1,156.00999999999976
20,BAGS,Discounters,2020-09-01,1345667.9,2668.85,26.6885,413.8906962,30058.09806,0.155340726,1.649306297,11.51682949,151.8739014,0.844163477,,2776.24,2592.08,2624.09,2887.48,2020,9,3,2020-09,2668.85,,2688.44,79.82860452244068,2659.695,63.375276172970665,2633.41,92.57878492495824,2668.85,1,-107.38999999999987
21,BAGS,Discounters,2020-10-01,1718048.0,2663.1,26.631,401.4863752,30122.00652,0.161556333,1.808775783,14.64612961,166.1576691,0.884384215,,2668.85,2620.23,2642.87,2730.77,2020,10,4,2020-10,2663.1,,2702.73,63.726412891360965,2663.066666666666,62.83698390810116,2627.7708333333335,88.05993294428158,2663.1,1,-5.75
22,BAGS,Discounters,2020-11-01,1714413.3,2806.9,28.069,399.073563,30314.09613,0.161888093,1.808775783,14.64612961,166.1576691,0.884384215,,2663.1,2776.24,2657.9,2638.99,2020,11,4,2020-11,2806.9,,2712.9500000000003,81.41386552670383,2687.9,85.67800114381909,2641.7633333333333,102.20833343833704,2806.9,1,143.80000000000018
23,BAGS,Discounters,2020-12-01,1470412.8,2695.78,26.9578,439.8093597,30478.09616,0.162162817,1.808775783,14.64612961,166.1576691,0.884384215,,2806.9,2668.85,2592.08,2710.57,2020,12,4,2020-12,2695.78,,2721.9266666666667,75.38133809726061,2705.183333333333,71.8219182886875,2640.5308333333332,101.38907592745927,2695.78,1,-111.11999999999989
24,BAGS,Discounters,2021-01-01,1228837.5,2538.99,25.3899,433.6775985,30661.99644,0.162523553,1.757858634,11.62086582,152.6311951,0.84078145,,2695.78,2663.1,2620.23,2452.61,2021,1,1,2021-01,2538.99,,2680.556666666667,134.60220812948663,2691.6433333333334,94.96852671631228,2647.7291666666665,89.1636397008155,2538.99,1,-156.79000000000042
25,BAGS,Discounters,2021-02-01,1118178.5,2491.37,24.9137,437.4610887,30836.99762,0.163615721,1.757858634,11.62086582,152.6311951,0.84078145,,2538.99,2806.9,2776.24,2485.72,2021,2,1,2021-02,2491.37,,2575.38,106.95342958503252,2644.165,113.59820821650435,2648.2,88.24050801386697,2491.37,1,-47.61999999999989
26,BAGS,Discounters,2021-03-01,1085001.1,2599.27,25.9927,450.6312703,30918.00171,0.163279727,1.757858634,11.62086582,152.6311951,0.84078145,,2491.37,2695.78,2668.85,2624.09,2021,3,1,2021-03,2599.27,,2543.2099999999996,54.073642377784516,2632.568333333333,114.12456377426793,2646.1316666666667,89.14328433720686,2599.27,1,107.90000000000009
27,BAGS,Discounters,2021-04-01,1216371.1,2667.85,26.6785,449.6569312,31089.45868,0.163438611,1.765834212,12.96847057,166.6132507,0.867583454,,2599.27,2538.99,2663.1,2642.87,2021,4,2,2021-04,2667.85,,2586.1633333333334,88.96705082969648,2633.36,114.39487156337157,2648.213333333333,89.35161598307971,2667.85,1,68.57999999999993
28,BAGS,Discounters,2021-05-01,1449608.4,2689.53,27.03588661,414.3109325,32100.1295,0.16859079,1.765834212,12.96847057,166.6132507,0.867583454,,2667.85,2491.37,2806.9,2657.9,2021,5,2,2021-05,2689.53,,2652.2166666666667,47.11706414170649,2613.798333333333,85.05753074635409,2650.849166666667,90.12652121609389,2689.53,1,21.68000000000029
29,BAGS,Discounters,2021-06-01,1186133.8,2490.71,25.33784334,424.2853007,32104.0027,0.168392787,1.765834212,12.96847057,166.6132507,0.867583454,,2689.53,2599.27,2695.78,2592.08,2021,6,2,2021-06,2490.71,,2616.03,109.07030943387096,2579.62,86.71183425577115,2642.4016666666666,100.31092697057898,2490.71,1,-198.82000000000016
30,BAGS,Discounters,2021-07-01,1246668.0,2468.99,25.15527254,432.1138138,32363.92967,0.169091816,1.732974052,13.64110184,154.0089874,0.749779642,,2490.71,2667.85,2538.99,2620.23,2021,7,3,2021-07,2468.99,,2549.7433333333333,121.54494532202379,2567.9533333333334,97.33061628627969,2629.798333333333,112.15208747162166,2468.99,1,-21.720000000000255
31,BAGS,Discounters,2021-08-01,1386163.5,2537.14,25.86279307,423.98988,32469.10073,0.169359061,1.732974052,13.64110184,154.0089874,0.749779642,,2468.99,2689.53,2491.37,2776.24,2021,8,3,2021-08,2537.14,,2498.9466666666663,34.81361275900142,2575.5816666666665,91.76224722982214,2609.873333333333,104.76611851108461,2537.14,1,68.15000000000009
32,BAGS,Discounters,2021-09-01,1413189.1,2372.21,24.16676854,441.6712017,32567.99266,0.16941956,1.732974052,13.64110184,154.0089874,0.749779642,,2537.14,2490.71,2599.27,2668.85,2021,9,3,2021-09,2372.21,,2459.4466666666663,82.87811914693593,2537.7383333333332,121.90794927594769,2585.153333333333,122.99593765156516,2372.21,1,-164.92999999999984
33,BAGS,Discounters,2021-10-01,1536451.0,2378.31,24.22891198,438.5496915,32797.03244,0.172341408,1.919804692,15.63230038,163.085083,0.739095747,,2372.21,2468.99,2667.85,2663.1,2021,10,4,2021-10,2378.31,,2429.22,93.51121483544311,2489.481666666667,117.32335904101569,2561.420833333333,133.6065153867419,2378.31,1,6.099999999999909
34,BAGS,Discounters,2021-11-01,1631307.6,2479.29,25.35839214,440.5783728,33048.86008,0.173116232,1.919804692,15.63230038,163.085083,0.739095747,,2378.31,2537.14,2689.53,2806.9,2021,11,4,2021-11,2479.29,,2409.9366666666665,60.13913977879758,2454.4416666666666,65.63775999123588,2534.12,110.32972771733655,2479.29,1,100.98000000000002
35,BAGS,Discounters,2021-12-01,1722926.1,2469.59,25.30576903,461.1220969,33200.99794,0.173619211,1.919804692,15.63230038,163.085083,0.739095747,,2479.29,2372.21,2490.71,2695.78,2021,12,4,2021-12,2469.59,,2442.396666666667,55.71219016816463,2450.9216666666666,63.845618930879546,2515.2708333333335,98.93331514053679,2469.59,1,-9.699999999999818
36,BAGS,Discounters,2022-01-01,1343119.5,2364.58,24.21484895,457.8130241,33712.87745,0.185075761,1.788409352,15.17111111,170.8044891,0.731451392,,2469.59,2378.31,2468.99,2538.99,2022,1,1,2022-01,2364.58,,2437.82,63.61285797698768,2433.52,71.68378617233064,2500.7366666666667,107.5664841628252,2364.58,1,-105.01000000000022
37,BAGS,Discounters,2022-02-01,1295508.5,2204.97,22.61275767,447.8845735,33803.35296,0.187148518,1.788409352,15.17111111,170.8044891,0.731451392,,2364.58,2479.29,2537.14,2491.37,2022,2,1,2022-02,2204.97,,2346.3799999999997,133.2455106185588,2378.1583333333333,98.79406792245726,2476.87,137.45439144411708,2204.97,1,-159.61000000000013
38,BAGS,Discounters,2022-03-01,1638305.0,2243.49,22.93957055,453.8631134,33971.99915,0.1879452,1.788409352,15.17111111,170.8044891,0.731451392,,2204.97,2469.59,2372.21,2599.27,2022,3,1,2022-03,2243.49,,2271.013333333333,83.28858525232492,2356.705,113.26079952923006,2447.221666666667,146.7115250373595,2243.49,1,38.51999999999998
39,BAGS,Discounters,2022-04-01,1500813.9,2199.04,22.64483575,492.5834975,34118.40155,0.188417021,1.814189076,14.81735039,182.8635864,0.695384502,,2243.49,2364.58,2378.31,2667.85,2022,4,2,2022-04,2199.04,,2215.833333333333,24.134200490876182,2326.8266666666664,128.97692113966403,2408.1541666666667,145.0294737730187,2199.04,1,-44.44999999999982
40,BAGS,Discounters,2022-05-01,1916354.5,2321.8,23.93361509,500.2184972,34140.3188,0.188151415,1.814189076,14.81735039,182.8635864,0.695384502,,2199.04,2204.97,2479.29,2689.53,2022,5,2,2022-05,2321.8,,2254.7766666666666,62.153407254419974,2300.5783333333334,105.661327157419,2377.5099999999998,116.14447664243616,2321.8,1,122.76000000000022
41,BAGS,Discounters,2022-06-01,1350376.3,2059.58,21.32291127,523.8234587,34177.00721,0.189833685,1.814189076,14.81735039,182.8635864,0.695384502,,2321.8,2243.49,2469.59,2490.71,2022,6,2,2022-06,2059.58,,2193.4733333333334,131.19860111043067,2232.2433333333333,107.06894987188028,2341.5825,141.7939464745168,2059.58,1,-262.22000000000025
42,BAGS,Discounters,2022-07-01,1292838.8,1952.24,20.09717933,524.5111394,34545.58178,0.191066767,1.735397339,12.76614857,192.1458282,0.628724635,,2059.58,2199.04,2364.58,2468.99,2022,7,3,2022-07,1952.24,,2111.2066666666665,190.11215882561004,2163.52,134.06736679744492,2298.52,174.32026956673207,1952.24,1,-107.33999999999992
43,BAGS,Discounters,2022-08-01,1125644.5,1886.76,19.38518442,539.0924328,34741.70609,0.192171529,1.735397339,12.76614857,192.1458282,0.628724635,,1952.24,2321.8,2204.97,2537.14,2022,8,3,2022-08,1886.76,,1966.1933333333334,87.25084373995492,2110.485,171.97210352263735,2244.3216666666663,193.44259222797538,1886.76,1,-65.48000000000002
44,BAGS,Discounters,2022-09-01,1428848.5,1909.9,19.58470057,528.2170979,34876.00501,0.192483324,1.735397339,12.76614857,192.1458282,0.628724635,,1886.76,2059.58,2243.49,2372.21,2022,9,3,2022-09,1909.9,,1916.3,33.205836836326675,2054.8866666666668,174.28079993696227,2205.795833333333,210.90539643332255,1909.9,1,23.1400000000001
45,BAGS,Discounters,2022-10-01,1519682.3,2024.27,20.25080032,523.6443117,35503.39038,0.19793419,1.862488389,15.10641479,199.1349792,0.635982394,,1909.9,1952.24,2199.04,2378.31,2022,10,4,2022-10,2024.27,,1940.3100000000002,73.62625958176008,2025.7583333333332,159.3332508193676,2176.2925,209.335980277248,2024.27,1,114.36999999999989
46,BAGS,Discounters,2022-11-01,1395532.3,2028.43,20.28632863,535.5017695,35726.20393,0.198947405,1.862488389,15.10641479,199.1349792,0.635982394,,2024.27,1886.76,2321.8,2479.29,2022,11,4,2022-11,2028.43,,1987.5333333333335,67.26460609662412,1976.8633333333335,70.6506437809844,2138.7208333333333,189.53372242323027,2028.43,1,4.160000000000082
47,BAGS,Discounters,2022-12-01,1679672.3,2026.2,20.2640264,542.3526863,35915.99698,0.199272944,1.862488389,15.10641479,199.1349792,0.635982394,,2028.43,1909.9,2059.58,2469.59,2022,12,4,2022-12,2026.2,,2026.3,2.0818021040988786,1971.3,63.81837196294569,2101.771666666667,160.10138627719263,2026.2,1,-2.230000000000018
48,BAGS,Discounters,2023-01-01,1227863.4,2015.28,20.15481548,519.6413868,36364.23241,0.200840768,1.815663457,13.32474518,191.1049042,0.60058409,,2026.2,2024.27,1952.24,2364.58,2023,1,1,2023-01,2015.28,,2023.3033333333333,7.037302987222266,1981.8066666666666,65.22658895471649,2072.6633333333334,138.2363063304242,2015.28,1,-10.920000000000073
49,BAGS,Discounters,2023-02-01,1374201.4,1972.61,19.7261,520.1580496,36491.99532,0.202743179,1.815663457,13.32474518,191.1049042,0.60058409,,2015.28,2028.43,1886.76,2204.97,2023,2,1,2023-02,1972.61,,2004.6966666666667,28.319202554697714,1996.115,47.10600588036367,2053.3,134.2346627772023,1972.61,1,-42.67000000000007
50,BAGS,Discounters,2023-03-01,1368746.8,1975.2,19.76188094,530.4810736,36617.64802,0.203110424,1.815663457,13.32474518,191.1049042,0.60058409,,1972.61,2026.2,1909.9,2243.49,2023,3,1,2023-03,1975.2,,1987.6966666666667,23.92294365946672,2006.9983333333332,26.03308772826436,2030.9424999999999,121.40745514962931,1975.2,1,2.5900000000001455
51,BAGS,Discounters,2023-04-01,1476513.1,1957.43,19.64896607,515.8249338,36807.96297,0.203251622,1.871958137,14.07369423,194.8154449,0.640222907,,1975.2,2015.28,2024.27,2199.04,2023,4,2,2023-04,1957.43,,1968.4133333333332,9.599595477625423,1995.8583333333336,30.992643912185525,2010.8083333333332,110.54418037667882,1957.43,1,-17.769999999999982
52,BAGS,Discounters,2023-05-01,1308667.1,1886.5,19.05555556,528.1222826,36517.80042,0.201146924,1.871958137,14.07369423,194.8154449,0.640222907,,1957.43,1972.61,2028.43,2321.8,2023,5,2,2023-05,1886.5,,1939.71,46.92996164499574,1972.2033333333336,49.686411287872104,1974.533333333333,58.283329494546884,1886.5,1,-70.93000000000006
53,BAGS,Discounters,2023-06-01,1187696.0,1798.59,18.25423729,521.6395307,36109.73597,0.201655942,1.871958137,14.07369423,194.8154449,0.640222907,,1886.5,1975.2,2026.2,2059.58,2023,6,2,2023-06,1798.59,,1880.8400000000001,79.5711197608837,1934.2683333333334,78.65781777209229,1952.7841666666666,70.97580733260739,1798.59,1,-87.91000000000008
54,BAGS,Discounters,2023-07-01,1213766.9,1871.37,19.02572184,526.8990347,36179.22756,0.201265811,1.770734668,13.08990765,197.3862762,0.624515891,,1798.59,1957.43,2015.28,1952.24,2023,7,3,2023-07,1871.37,,1852.1533333333334,47.00002375886927,1910.283333333333,70.536359890965,1946.045,74.77006662854211,1871.37,1,72.77999999999997
55,BAGS,Discounters,2023-08-01,1250841.9,1809.8,18.47677386,528.0180269,36330.32108,0.201790611,1.770734668,13.08990765,197.3862762,0.624515891,,1871.37,1886.5,1972.61,1886.76,2023,8,3,2023-08,1809.8,,1826.5866666666668,39.186429198567225,1883.1483333333333,73.03605668892453,1939.631666666667,83.14861293691918,1809.8,1,-61.569999999999936
56,BAGS,Discounters,2023-09-01,1254208.8,1802.27,18.39989791,533.6267964,36499.76626,0.202398192,1.770734668,13.08990765,197.3862762,0.624515891,,1809.8,1798.59,1975.2,1909.9,2023,9,3,2023-09,1802.27,,1827.8133333333333,37.908608960687516,1854.3266666666666,62.856968640460664,1930.6625000000001,91.98295999556511,1802.27,1,-7.529999999999973
57,BAGS,Discounters,2023-10-01,1558058.6,1953.5,19.91335372,542.8272544,36756.63937,0.206080041,1.881953955,15.83909607,208.7155457,0.622748494,,1802.27,1871.37,1957.43,2024.27,2023,10,4,2023-10,1953.5,,1855.1899999999998,85.22216437054934,1853.6716666666664,61.57511036667213,1924.765,87.59998728725681,1953.5,1,151.23000000000002
58,BAGS,Discounters,2023-11-01,1468561.6,1914.93,19.53212974,547.5767635,37034.99974,0.207228207,1.881953955,15.83909607,208.7155457,0.622748494,,1953.5,1809.8,1886.5,2028.43,2023,11,4,2023-11,1914.93,,1890.2333333333333,78.58162783586367,1858.4099999999999,65.57079258329257,1915.3066666666666,81.28966705367453,1914.93,1,-38.569999999999936
59,BAGS,Discounters,2023-12-01,1863941.8,1938.07,19.8105898,558.922138,37308.41575,0.208073546,1.881953955,15.83909607,208.7155457,0.622748494,,1914.93,1802.27,1798.59,2026.2,2023,12,4,2023-12,1938.07,,1935.5,19.41300852523261,1881.6566666666665,64.84208869760276,1907.9625000000003,74.01578838022161,1938.07,1,23.139999999999873
60,BAGS,Discounters,2024-01-01,1283020.3,1875.87,19.13372093,549.4078621,37723.54674,0.209370434,1.842023611,13.76764393,185.6618042,0.529600143,,1938.07,1953.5,1871.37,2015.28,2024,1,1,2024-01,1875.87,,1909.6233333333332,31.437724684431906,1882.4066666666668,64.72523052618493,1896.345,66.1643912058191,1875.87,1,-62.200000000000045
61,BAGS,Discounters,2024-02-01,1509929.9,1921.19,19.5680383,561.9409166,38082.99403,0.214028294,1.842023611,13.76764393,185.6618042,0.529600143,,1875.87,1914.93,1809.8,1972.61,2024,2,1,2024-02,1921.19,,1911.7099999999998,32.165397557014636,1900.9716666666664,54.974977732307764,1892.0599999999997,62.33019288799658,1921.19,1,45.320000000000164
62,BAGS,Discounters,2024-03-01,1432797.3,1928.88,19.6844576,568.6923056,38325.75116,0.214497486,1.842023611,13.76764393,185.6618042,0.529600143,,1921.19,1938.07,1802.27,1975.2,2024,3,1,2024-03,1928.88,,1908.6466666666668,28.644658024388157,1922.0733333333335,26.36821925477106,1888.2,57.99705321668076,1928.88,1,7.690000000000055
63,BAGS,Discounters,2024-04-01,1582531.1,1933.01,19.6583952,544.8869902,38751.06036,0.215498779,1.842023611,13.76764393,185.6618042,0.529600143,,1928.88,1875.87,1953.5,1957.43,2024,4,2,2024-04,1933.01,,1927.6933333333334,5.998685967285689,1918.6583333333335,22.53183029999312,1886.165,55.731245112759694,1933.01,1,4.129999999999882
64,BAGS,Discounters,2024-05-01,1832714.9,1930.42,19.62407238,534.0905517,38862.99753,0.215594111,1.842023611,13.76764393,185.6618042,0.529600143,,1933.01,1921.19,1914.93,1886.5,2024,5,2,2024-05,1930.42,,1930.7700000000002,2.0871272124077787,1921.24,22.903550816434876,1889.825,57.17861496303688,1930.42,1,-2.589999999999918
65,BAGS,National Urban Hypermarkets,2019-01-01,383378.9,9256.91,92.5691,435.8157843,832.3870698,0.004038796,1.519984126,4.782137394,149.7984314,0.39285025,,,,,,2019,1,1,2019-01,9256.91,,4373.446666666667,4229.203503383744,3141.0466666666666,2996.2250963148053,2511.351666666667,2124.8751008763415,9256.91,1,
66,BAGS,National Urban Hypermarkets,2019-02-01,373788.4,9467.98,94.6798,457.2088807,849.1786018,0.004093517,1.519984126,4.782137394,149.7984314,0.39285025,,9256.91,,,,2019,2,1,2019-02,9467.98,,6885.103333333333,4292.179264247165,4406.3983333333335,3839.5194622109493,3144.4025,2905.2006202204943,9467.98,1,211.0699999999997
67,BAGS,National Urban Hypermarkets,2019-03-01,401982.4,9507.46,95.0746,465.4858919,850.9999835,0.004119527,1.519984126,4.782137394,149.7984314,0.39285025,,9467.98,,,,2019,3,1,2019-03,9507.46,,9410.783333333333,134.71235887376122,5670.776666666666,4097.858044191704,3785.874166666667,3392.6605704170993,9507.46,1,39.47999999999956
68,BAGS,National Urban Hypermarkets,2019-04-01,420316.2,9721.47,97.2147,454.6808902,848.7333379,0.004084611,1.500177741,4.907532692,162.4756012,0.444939375,,9507.46,9256.91,,,2019,4,2,2019-04,9721.47,,9565.636666666665,136.3916728885352,6969.541666666667,3905.068127884154,4445.8075,3725.6124763102557,9721.47,1,214.01000000000022
69,BAGS,National Urban Hypermarkets,2019-05-01,392508.8,9824.63,98.2463,470.8588037,845.6451246,0.004059865,1.500177741,4.907532692,162.4756012,0.444939375,,9721.47,9467.98,,,2019,5,2,2019-05,9824.63,,9684.519999999999,161.78126931137638,8284.811666666666,3119.392650548605,5101.735,3933.993064523396,9824.63,1,103.15999999999985
70,BAGS,National Urban Hypermarkets,2019-06-01,396513.3,9873.52,98.7352,464.9182966,842.0000166,0.004162029,1.500177741,4.907532692,162.4756012,0.444939375,,9824.63,9507.46,,,2019,6,2,2019-06,9873.52,,9806.54,77.62239818506163,9608.661666666667,238.02534381164534,5764.950833333333,4017.860792512395,9873.52,1,48.89000000000124
71,BAGS,National Urban Hypermarkets,2019-07-01,415917.6,9808.74,98.0874,464.9986824,843.0000006,0.004145192,1.3772192,4.544538498,169.3692627,0.498127699,,9873.52,9721.47,9256.91,,2019,7,3,2019-07,9808.74,,9835.63,33.76184384775619,9700.633333333333,172.52808532714857,6420.84,3978.5811261691133,9808.74,1,-64.78000000000065
72,BAGS,National Urban Hypermarkets,2019-08-01,395640.1,9814.37,98.1437,470.2613309,842.8064721,0.004142909,1.3772192,4.544538498,169.3692627,0.498127699,,9808.74,9824.63,9467.98,,2019,8,3,2019-08,9814.37,,9832.210000000001,35.88608783359139,9758.365,132.39371960174364,7082.381666666665,3810.605184479073,9814.37,1,5.630000000001019
73,BAGS,National Urban Hypermarkets,2019-09-01,423661.1,10335.35,103.3535,443.4931977,841.9999907,0.004138343,1.3772192,4.544538498,169.3692627,0.498127699,,9814.37,9873.52,9507.46,,2019,9,3,2019-09,10335.35,,9986.153333333334,302.42628561904854,9896.346666666666,220.61967914637899,7783.561666666666,3539.027774051239,10335.35,1,520.9799999999996
74,BAGS,National Urban Hypermarkets,2019-10-01,399128.7,10141.19,101.4119,460.7225689,841.4838993,0.004249824,1.559314251,5.687916756,166.5223083,0.458352983,,10335.35,9808.74,9721.47,,2019,10,4,2019-10,10141.19,,10096.970000000001,263.2899473964047,9966.300000000001,220.6222157444356,8467.920833333334,3066.4287453395527,10141.19,1,-194.15999999999985
75,BAGS,National Urban Hypermarkets,2019-11-01,416357.9,10173.71,101.7371,460.5828207,837.799978,0.004225226,1.559314251,5.687916756,166.5223083,0.458352983,,10141.19,9814.37,9824.63,,2019,11,4,2019-11,10173.71,,10216.75,103.9896994899146,10024.480000000001,221.81517315094564,9154.645833333334,2295.8143757457974,10173.71,1,32.51999999999862
76,BAGS,National Urban Hypermarkets,2019-12-01,564504.8,10455.93,104.5593,478.4507483,837.1290298,0.004216083,1.559314251,5.687916756,166.5223083,0.458352983,,10173.71,10335.35,9873.52,,2019,12,4,2019-12,10455.93,,10256.943333333335,173.09291647359927,10121.548333333334,265.64505193330865,9865.105,359.95896080475734,10455.93,1,282.22000000000116
77,BAGS,National Urban Hypermarkets,2020-01-01,353243.7,9862.41,98.6241,467.4117047,835.6128985,0.004192401,1.558072925,3.999950171,159.835022,0.441525191,,10455.93,10141.19,9808.74,9256.91,2020,1,1,2020-01,9862.41,,10164.016666666665,296.8787094645487,10130.493333333334,253.6375415167285,9915.563333333334,305.2314430762806,9862.41,1,-593.5200000000004
